Silhouette Studio Level Testing Document,,,,,,4.2.233,
Level,Win,Mac,Task,Notes,Ticket No.,Win,Mac
3,"=IFS(INDIRECT(""Setup!B1233"")=True,""Pass"",INDIRECT(""Setup!C1233"")=True,""Fail"",INDIRECT(""Setup!D1233"")=True,""N/A"",INDIRECT(""Setup!E1233"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1233"")=True,""Pass"",INDIRECT(""Setup!G1233"")=True,""Fail"",INDIRECT(""Setup!H1233"")=True,""N/A"",INDIRECT(""Setup!I1233"")=True,""Retest"")",Release Emoboss,Only available for Curio.,,,
,Score & Emboss,,,,,,
3,"=IFS(INDIRECT(""Setup!B1235"")=True,""Pass"",INDIRECT(""Setup!C1235"")=True,""Fail"",INDIRECT(""Setup!D1235"")=True,""N/A"",INDIRECT(""Setup!E1235"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1235"")=True,""Pass"",INDIRECT(""Setup!G1235"")=True,""Fail"",INDIRECT(""Setup!H1235"")=True,""N/A"",INDIRECT(""Setup!I1235"")=True,""Retest"")",Fine Emboss Line,Only available for Curio.,,,
3,"=IFS(INDIRECT(""Setup!B1236"")=True,""Pass"",INDIRECT(""Setup!C1236"")=True,""Fail"",INDIRECT(""Setup!D1236"")=True,""N/A"",INDIRECT(""Setup!E1236"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1236"")=True,""Pass"",INDIRECT(""Setup!G1236"")=True,""Fail"",INDIRECT(""Setup!H1236"")=True,""N/A"",INDIRECT(""Setup!I1236"")=True,""Retest"")",Wide Emboss Line,Only available for Curio.,,,
3,"=IFS(INDIRECT(""Setup!B1237"")=True,""Pass"",INDIRECT(""Setup!C1237"")=True,""Fail"",INDIRECT(""Setup!D1237"")=True,""N/A"",INDIRECT(""Setup!E1237"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1237"")=True,""Pass"",INDIRECT(""Setup!G1237"")=True,""Fail"",INDIRECT(""Setup!H1237"")=True,""N/A"",INDIRECT(""Setup!I1237"")=True,""Retest"")",Passes (3 inputs),Only available for Curio.,,,
3,"=IFS(INDIRECT(""Setup!B1238"")=True,""Pass"",INDIRECT(""Setup!C1238"")=True,""Fail"",INDIRECT(""Setup!D1238"")=True,""N/A"",INDIRECT(""Setup!E1238"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1238"")=True,""Pass"",INDIRECT(""Setup!G1238"")=True,""Fail"",INDIRECT(""Setup!H1238"")=True,""N/A"",INDIRECT(""Setup!I1238"")=True,""Retest"")",Fill,Only available for Curio.,,,
3,"=IFS(INDIRECT(""Setup!B1239"")=True,""Pass"",INDIRECT(""Setup!C1239"")=True,""Fail"",INDIRECT(""Setup!D1239"")=True,""N/A"",INDIRECT(""Setup!E1239"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1239"")=True,""Pass"",INDIRECT(""Setup!G1239"")=True,""Fail"",INDIRECT(""Setup!H1239"")=True,""N/A"",INDIRECT(""Setup!I1239"")=True,""Retest"")",Apply Score Emboss Lines,Only available for Curio.,,,
,Print & Emboss,,,,,,
3,"=IFS(INDIRECT(""Setup!B1241"")=True,""Pass"",INDIRECT(""Setup!C1241"")=True,""Fail"",INDIRECT(""Setup!D1241"")=True,""N/A"",INDIRECT(""Setup!E1241"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1241"")=True,""Pass"",INDIRECT(""Setup!G1241"")=True,""Fail"",INDIRECT(""Setup!H1241"")=True,""N/A"",INDIRECT(""Setup!I1241"")=True,""Retest"")",Print,Only available for Curio.,,,
3,"=IFS(INDIRECT(""Setup!B1242"")=True,""Pass"",INDIRECT(""Setup!C1242"")=True,""Fail"",INDIRECT(""Setup!D1242"")=True,""N/A"",INDIRECT(""Setup!E1242"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1242"")=True,""Pass"",INDIRECT(""Setup!G1242"")=True,""Fail"",INDIRECT(""Setup!H1242"")=True,""N/A"",INDIRECT(""Setup!I1242"")=True,""Retest"")",Cut Registration Marks,Only available for Curio.,,,
3,"=IFS(INDIRECT(""Setup!B1243"")=True,""Pass"",INDIRECT(""Setup!C1243"")=True,""Fail"",INDIRECT(""Setup!D1243"")=True,""N/A"",INDIRECT(""Setup!E1243"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1243"")=True,""Pass"",INDIRECT(""Setup!G1243"")=True,""Fail"",INDIRECT(""Setup!H1243"")=True,""N/A"",INDIRECT(""Setup!I1243"")=True,""Retest"")",Emboss,Only available for Curio.,,,
,Cut Transformations,,,,,,
,CAMEO Cutter - Set 1,,,,,,
3,"=IFS(INDIRECT(""Setup!B1246"")=True,""Pass"",INDIRECT(""Setup!C1246"")=True,""Fail"",INDIRECT(""Setup!D1246"")=True,""N/A"",INDIRECT(""Setup!E1246"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1246"")=True,""Pass"",INDIRECT(""Setup!G1246"")=True,""Fail"",INDIRECT(""Setup!H1246"")=True,""N/A"",INDIRECT(""Setup!I1246"")=True,""Retest"")",Landscape,Automatic,None,,
3,"=IFS(INDIRECT(""Setup!B1247"")=True,""Pass"",INDIRECT(""Setup!C1247"")=True,""Fail"",INDIRECT(""Setup!D1247"")=True,""N/A"",INDIRECT(""Setup!E1247"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1247"")=True,""Pass"",INDIRECT(""Setup!G1247"")=True,""Fail"",INDIRECT(""Setup!H1247"")=True,""N/A"",INDIRECT(""Setup!I1247"")=True,""Retest"")",Landscape,Automatic,Cameo 12x12,,
3,"=IFS(INDIRECT(""Setup!B1248"")=True,""Pass"",INDIRECT(""Setup!C1248"")=True,""Fail"",INDIRECT(""Setup!D1248"")=True,""N/A"",INDIRECT(""Setup!E1248"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1248"")=True,""Pass"",INDIRECT(""Setup!G1248"")=True,""Fail"",INDIRECT(""Setup!H1248"")=True,""N/A"",INDIRECT(""Setup!I1248"")=True,""Retest"")",Landscape,Automatic,Cameo 12x24,,
,CAMEO Cutter - Set 2,,,,,,
3,"=IFS(INDIRECT(""Setup!B1250"")=True,""Pass"",INDIRECT(""Setup!C1250"")=True,""Fail"",INDIRECT(""Setup!D1250"")=True,""N/A"",INDIRECT(""Setup!E1250"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1250"")=True,""Pass"",INDIRECT(""Setup!G1250"")=True,""Fail"",INDIRECT(""Setup!H1250"")=True,""N/A"",INDIRECT(""Setup!I1250"")=True,""Retest"")",Landscape,"12""x12""",None,,
3,"=IFS(INDIRECT(""Setup!B1251"")=True,""Pass"",INDIRECT(""Setup!C1251"")=True,""Fail"",INDIRECT(""Setup!D1251"")=True,""N/A"",INDIRECT(""Setup!E1251"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1251"")=True,""Pass"",INDIRECT(""Setup!G1251"")=True,""Fail"",INDIRECT(""Setup!H1251"")=True,""N/A"",INDIRECT(""Setup!I1251"")=True,""Retest"")",Landscape,"12""x12""",Cameo 12x12,,
3,"=IFS(INDIRECT(""Setup!B1252"")=True,""Pass"",INDIRECT(""Setup!C1252"")=True,""Fail"",INDIRECT(""Setup!D1252"")=True,""N/A"",INDIRECT(""Setup!E1252"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1252"")=True,""Pass"",INDIRECT(""Setup!G1252"")=True,""Fail"",INDIRECT(""Setup!H1252"")=True,""N/A"",INDIRECT(""Setup!I1252"")=True,""Retest"")",Landscape,"12""x12""",Cameo 12x24,,
,CAMEO Cutter - Set 3,,,,,,
3,"=IFS(INDIRECT(""Setup!B1254"")=True,""Pass"",INDIRECT(""Setup!C1254"")=True,""Fail"",INDIRECT(""Setup!D1254"")=True,""N/A"",INDIRECT(""Setup!E1254"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1254"")=True,""Pass"",INDIRECT(""Setup!G1254"")=True,""Fail"",INDIRECT(""Setup!H1254"")=True,""N/A"",INDIRECT(""Setup!I1254"")=True,""Retest"")",Landscape,Letter,None,,
3,"=IFS(INDIRECT(""Setup!B1255"")=True,""Pass"",INDIRECT(""Setup!C1255"")=True,""Fail"",INDIRECT(""Setup!D1255"")=True,""N/A"",INDIRECT(""Setup!E1255"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1255"")=True,""Pass"",INDIRECT(""Setup!G1255"")=True,""Fail"",INDIRECT(""Setup!H1255"")=True,""N/A"",INDIRECT(""Setup!I1255"")=True,""Retest"")",Landscape,Letter,Portrait,,
3,"=IFS(INDIRECT(""Setup!B1256"")=True,""Pass"",INDIRECT(""Setup!C1256"")=True,""Fail"",INDIRECT(""Setup!D1256"")=True,""N/A"",INDIRECT(""Setup!E1256"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1256"")=True,""Pass"",INDIRECT(""Setup!G1256"")=True,""Fail"",INDIRECT(""Setup!H1256"")=True,""N/A"",INDIRECT(""Setup!I1256"")=True,""Retest"")",Landscape,Letter,Cameo 12x12,,
3,"=IFS(INDIRECT(""Setup!B1257"")=True,""Pass"",INDIRECT(""Setup!C1257"")=True,""Fail"",INDIRECT(""Setup!D1257"")=True,""N/A"",INDIRECT(""Setup!E1257"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1257"")=True,""Pass"",INDIRECT(""Setup!G1257"")=True,""Fail"",INDIRECT(""Setup!H1257"")=True,""N/A"",INDIRECT(""Setup!I1257"")=True,""Retest"")",Landscape,Letter,Cameo 12x24,,
,CAMEO Cutter - Set 4,,,,,,
3,"=IFS(INDIRECT(""Setup!B1259"")=True,""Pass"",INDIRECT(""Setup!C1259"")=True,""Fail"",INDIRECT(""Setup!D1259"")=True,""N/A"",INDIRECT(""Setup!E1259"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1259"")=True,""Pass"",INDIRECT(""Setup!G1259"")=True,""Fail"",INDIRECT(""Setup!H1259"")=True,""N/A"",INDIRECT(""Setup!I1259"")=True,""Retest"")",Landscape,A4,None,,
3,"=IFS(INDIRECT(""Setup!B1260"")=True,""Pass"",INDIRECT(""Setup!C1260"")=True,""Fail"",INDIRECT(""Setup!D1260"")=True,""N/A"",INDIRECT(""Setup!E1260"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1260"")=True,""Pass"",INDIRECT(""Setup!G1260"")=True,""Fail"",INDIRECT(""Setup!H1260"")=True,""N/A"",INDIRECT(""Setup!I1260"")=True,""Retest"")",Landscape,A4,Portrait,,
3,"=IFS(INDIRECT(""Setup!B1261"")=True,""Pass"",INDIRECT(""Setup!C1261"")=True,""Fail"",INDIRECT(""Setup!D1261"")=True,""N/A"",INDIRECT(""Setup!E1261"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1261"")=True,""Pass"",INDIRECT(""Setup!G1261"")=True,""Fail"",INDIRECT(""Setup!H1261"")=True,""N/A"",INDIRECT(""Setup!I1261"")=True,""Retest"")",Landscape,A4,Cameo 12x12,,
3,"=IFS(INDIRECT(""Setup!B1262"")=True,""Pass"",INDIRECT(""Setup!C1262"")=True,""Fail"",INDIRECT(""Setup!D1262"")=True,""N/A"",INDIRECT(""Setup!E1262"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1262"")=True,""Pass"",INDIRECT(""Setup!G1262"")=True,""Fail"",INDIRECT(""Setup!H1262"")=True,""N/A"",INDIRECT(""Setup!I1262"")=True,""Retest"")",Landscape,A4,Cameo 12x24,,
,CAMEO Cutter - Set 5,,,,,,
3,"=IFS(INDIRECT(""Setup!B1264"")=True,""Pass"",INDIRECT(""Setup!C1264"")=True,""Fail"",INDIRECT(""Setup!D1264"")=True,""N/A"",INDIRECT(""Setup!E1264"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1264"")=True,""Pass"",INDIRECT(""Setup!G1264"")=True,""Fail"",INDIRECT(""Setup!H1264"")=True,""N/A"",INDIRECT(""Setup!I1264"")=True,""Retest"")",Portrait,Letter,None,,
2,"=IFS(INDIRECT(""Setup!B1265"")=True,""Pass"",INDIRECT(""Setup!C1265"")=True,""Fail"",INDIRECT(""Setup!D1265"")=True,""N/A"",INDIRECT(""Setup!E1265"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1265"")=True,""Pass"",INDIRECT(""Setup!G1265"")=True,""Fail"",INDIRECT(""Setup!H1265"")=True,""N/A"",INDIRECT(""Setup!I1265"")=True,""Retest"")",Portrait,Letter,Portrait,,
3,"=IFS(INDIRECT(""Setup!B1266"")=True,""Pass"",INDIRECT(""Setup!C1266"")=True,""Fail"",INDIRECT(""Setup!D1266"")=True,""N/A"",INDIRECT(""Setup!E1266"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1266"")=True,""Pass"",INDIRECT(""Setup!G1266"")=True,""Fail"",INDIRECT(""Setup!H1266"")=True,""N/A"",INDIRECT(""Setup!I1266"")=True,""Retest"")",Portrait,Letter,Cameo 12x12,,
3,"=IFS(INDIRECT(""Setup!B1267"")=True,""Pass"",INDIRECT(""Setup!C1267"")=True,""Fail"",INDIRECT(""Setup!D1267"")=True,""N/A"",INDIRECT(""Setup!E1267"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1267"")=True,""Pass"",INDIRECT(""Setup!G1267"")=True,""Fail"",INDIRECT(""Setup!H1267"")=True,""N/A"",INDIRECT(""Setup!I1267"")=True,""Retest"")",Portrait,Letter,Cameo 12x24,,
,CAMEO Cutter - Set 6,,,,,,
3,"=IFS(INDIRECT(""Setup!B1269"")=True,""Pass"",INDIRECT(""Setup!C1269"")=True,""Fail"",INDIRECT(""Setup!D1269"")=True,""N/A"",INDIRECT(""Setup!E1269"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1269"")=True,""Pass"",INDIRECT(""Setup!G1269"")=True,""Fail"",INDIRECT(""Setup!H1269"")=True,""N/A"",INDIRECT(""Setup!I1269"")=True,""Retest"")",Portrait,A4,None,,
3,"=IFS(INDIRECT(""Setup!B1270"")=True,""Pass"",INDIRECT(""Setup!C1270"")=True,""Fail"",INDIRECT(""Setup!D1270"")=True,""N/A"",INDIRECT(""Setup!E1270"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1270"")=True,""Pass"",INDIRECT(""Setup!G1270"")=True,""Fail"",INDIRECT(""Setup!H1270"")=True,""N/A"",INDIRECT(""Setup!I1270"")=True,""Retest"")",Portrait,A4,Portrait,,
3,"=IFS(INDIRECT(""Setup!B1271"")=True,""Pass"",INDIRECT(""Setup!C1271"")=True,""Fail"",INDIRECT(""Setup!D1271"")=True,""N/A"",INDIRECT(""Setup!E1271"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1271"")=True,""Pass"",INDIRECT(""Setup!G1271"")=True,""Fail"",INDIRECT(""Setup!H1271"")=True,""N/A"",INDIRECT(""Setup!I1271"")=True,""Retest"")",Portrait,A4,Cameo 12x12,,
3,"=IFS(INDIRECT(""Setup!B1272"")=True,""Pass"",INDIRECT(""Setup!C1272"")=True,""Fail"",INDIRECT(""Setup!D1272"")=True,""N/A"",INDIRECT(""Setup!E1272"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1272"")=True,""Pass"",INDIRECT(""Setup!G1272"")=True,""Fail"",INDIRECT(""Setup!H1272"")=True,""N/A"",INDIRECT(""Setup!I1272"")=True,""Retest"")",Portrait,A4,Cameo 12x24,,
,CAMEO2 Cutter - Set 1,,,,,,
3,"=IFS(INDIRECT(""Setup!B1274"")=True,""Pass"",INDIRECT(""Setup!C1274"")=True,""Fail"",INDIRECT(""Setup!D1274"")=True,""N/A"",INDIRECT(""Setup!E1274"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1274"")=True,""Pass"",INDIRECT(""Setup!G1274"")=True,""Fail"",INDIRECT(""Setup!H1274"")=True,""N/A"",INDIRECT(""Setup!I1274"")=True,""Retest"")",Landscape,Automatic,None,,
3,"=IFS(INDIRECT(""Setup!B1275"")=True,""Pass"",INDIRECT(""Setup!C1275"")=True,""Fail"",INDIRECT(""Setup!D1275"")=True,""N/A"",INDIRECT(""Setup!E1275"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1275"")=True,""Pass"",INDIRECT(""Setup!G1275"")=True,""Fail"",INDIRECT(""Setup!H1275"")=True,""N/A"",INDIRECT(""Setup!I1275"")=True,""Retest"")",Landscape,Automatic,Cameo 12x12,,
3,"=IFS(INDIRECT(""Setup!B1276"")=True,""Pass"",INDIRECT(""Setup!C1276"")=True,""Fail"",INDIRECT(""Setup!D1276"")=True,""N/A"",INDIRECT(""Setup!E1276"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1276"")=True,""Pass"",INDIRECT(""Setup!G1276"")=True,""Fail"",INDIRECT(""Setup!H1276"")=True,""N/A"",INDIRECT(""Setup!I1276"")=True,""Retest"")",Landscape,Automatic,Cameo 12x24,,
,CAMEO2 Cutter - Set 2,,,,,,
3,"=IFS(INDIRECT(""Setup!B1278"")=True,""Pass"",INDIRECT(""Setup!C1278"")=True,""Fail"",INDIRECT(""Setup!D1278"")=True,""N/A"",INDIRECT(""Setup!E1278"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1278"")=True,""Pass"",INDIRECT(""Setup!G1278"")=True,""Fail"",INDIRECT(""Setup!H1278"")=True,""N/A"",INDIRECT(""Setup!I1278"")=True,""Retest"")",Landscape,"12""x12""",None,,
2,"=IFS(INDIRECT(""Setup!B1279"")=True,""Pass"",INDIRECT(""Setup!C1279"")=True,""Fail"",INDIRECT(""Setup!D1279"")=True,""N/A"",INDIRECT(""Setup!E1279"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1279"")=True,""Pass"",INDIRECT(""Setup!G1279"")=True,""Fail"",INDIRECT(""Setup!H1279"")=True,""N/A"",INDIRECT(""Setup!I1279"")=True,""Retest"")",Landscape,"12""x12""",Cameo 12x12,,
3,"=IFS(INDIRECT(""Setup!B1280"")=True,""Pass"",INDIRECT(""Setup!C1280"")=True,""Fail"",INDIRECT(""Setup!D1280"")=True,""N/A"",INDIRECT(""Setup!E1280"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1280"")=True,""Pass"",INDIRECT(""Setup!G1280"")=True,""Fail"",INDIRECT(""Setup!H1280"")=True,""N/A"",INDIRECT(""Setup!I1280"")=True,""Retest"")",Landscape,"12""x12""",Cameo 12x24,,
,CAMEO2 Cutter - Set 3,,,,,,
3,"=IFS(INDIRECT(""Setup!B1282"")=True,""Pass"",INDIRECT(""Setup!C1282"")=True,""Fail"",INDIRECT(""Setup!D1282"")=True,""N/A"",INDIRECT(""Setup!E1282"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1282"")=True,""Pass"",INDIRECT(""Setup!G1282"")=True,""Fail"",INDIRECT(""Setup!H1282"")=True,""N/A"",INDIRECT(""Setup!I1282"")=True,""Retest"")",Landscape,Letter,None,,
3,"=IFS(INDIRECT(""Setup!B1283"")=True,""Pass"",INDIRECT(""Setup!C1283"")=True,""Fail"",INDIRECT(""Setup!D1283"")=True,""N/A"",INDIRECT(""Setup!E1283"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1283"")=True,""Pass"",INDIRECT(""Setup!G1283"")=True,""Fail"",INDIRECT(""Setup!H1283"")=True,""N/A"",INDIRECT(""Setup!I1283"")=True,""Retest"")",Landscape,Letter,Portrait,,
3,"=IFS(INDIRECT(""Setup!B1284"")=True,""Pass"",INDIRECT(""Setup!C1284"")=True,""Fail"",INDIRECT(""Setup!D1284"")=True,""N/A"",INDIRECT(""Setup!E1284"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1284"")=True,""Pass"",INDIRECT(""Setup!G1284"")=True,""Fail"",INDIRECT(""Setup!H1284"")=True,""N/A"",INDIRECT(""Setup!I1284"")=True,""Retest"")",Landscape,Letter,Cameo 12x12,,
3,"=IFS(INDIRECT(""Setup!B1285"")=True,""Pass"",INDIRECT(""Setup!C1285"")=True,""Fail"",INDIRECT(""Setup!D1285"")=True,""N/A"",INDIRECT(""Setup!E1285"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1285"")=True,""Pass"",INDIRECT(""Setup!G1285"")=True,""Fail"",INDIRECT(""Setup!H1285"")=True,""N/A"",INDIRECT(""Setup!I1285"")=True,""Retest"")",Landscape,Letter,Cameo 12x24,,
,CAMEO2 Cutter - Set 4,,,,,,
3,"=IFS(INDIRECT(""Setup!B1287"")=True,""Pass"",INDIRECT(""Setup!C1287"")=True,""Fail"",INDIRECT(""Setup!D1287"")=True,""N/A"",INDIRECT(""Setup!E1287"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1287"")=True,""Pass"",INDIRECT(""Setup!G1287"")=True,""Fail"",INDIRECT(""Setup!H1287"")=True,""N/A"",INDIRECT(""Setup!I1287"")=True,""Retest"")",Landscape,A5,None,,
3,"=IFS(INDIRECT(""Setup!B1288"")=True,""Pass"",INDIRECT(""Setup!C1288"")=True,""Fail"",INDIRECT(""Setup!D1288"")=True,""N/A"",INDIRECT(""Setup!E1288"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1288"")=True,""Pass"",INDIRECT(""Setup!G1288"")=True,""Fail"",INDIRECT(""Setup!H1288"")=True,""N/A"",INDIRECT(""Setup!I1288"")=True,""Retest"")",Landscape,A5,Portrait,,
3,"=IFS(INDIRECT(""Setup!B1289"")=True,""Pass"",INDIRECT(""Setup!C1289"")=True,""Fail"",INDIRECT(""Setup!D1289"")=True,""N/A"",INDIRECT(""Setup!E1289"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1289"")=True,""Pass"",INDIRECT(""Setup!G1289"")=True,""Fail"",INDIRECT(""Setup!H1289"")=True,""N/A"",INDIRECT(""Setup!I1289"")=True,""Retest"")",Landscape,A5,Cameo 12x12,,
3,"=IFS(INDIRECT(""Setup!B1290"")=True,""Pass"",INDIRECT(""Setup!C1290"")=True,""Fail"",INDIRECT(""Setup!D1290"")=True,""N/A"",INDIRECT(""Setup!E1290"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1290"")=True,""Pass"",INDIRECT(""Setup!G1290"")=True,""Fail"",INDIRECT(""Setup!H1290"")=True,""N/A"",INDIRECT(""Setup!I1290"")=True,""Retest"")",Landscape,A5,Cameo 12x24,,
,CAMEO2 Cutter - Set 5,,,,,,
3,"=IFS(INDIRECT(""Setup!B1292"")=True,""Pass"",INDIRECT(""Setup!C1292"")=True,""Fail"",INDIRECT(""Setup!D1292"")=True,""N/A"",INDIRECT(""Setup!E1292"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1292"")=True,""Pass"",INDIRECT(""Setup!G1292"")=True,""Fail"",INDIRECT(""Setup!H1292"")=True,""N/A"",INDIRECT(""Setup!I1292"")=True,""Retest"")",Portrait,Letter,None,,
3,"=IFS(INDIRECT(""Setup!B1293"")=True,""Pass"",INDIRECT(""Setup!C1293"")=True,""Fail"",INDIRECT(""Setup!D1293"")=True,""N/A"",INDIRECT(""Setup!E1293"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1293"")=True,""Pass"",INDIRECT(""Setup!G1293"")=True,""Fail"",INDIRECT(""Setup!H1293"")=True,""N/A"",INDIRECT(""Setup!I1293"")=True,""Retest"")",Portrait,Letter,Portrait,,
3,"=IFS(INDIRECT(""Setup!B1294"")=True,""Pass"",INDIRECT(""Setup!C1294"")=True,""Fail"",INDIRECT(""Setup!D1294"")=True,""N/A"",INDIRECT(""Setup!E1294"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1294"")=True,""Pass"",INDIRECT(""Setup!G1294"")=True,""Fail"",INDIRECT(""Setup!H1294"")=True,""N/A"",INDIRECT(""Setup!I1294"")=True,""Retest"")",Portrait,Letter,Cameo 12x12,,
3,"=IFS(INDIRECT(""Setup!B1295"")=True,""Pass"",INDIRECT(""Setup!C1295"")=True,""Fail"",INDIRECT(""Setup!D1295"")=True,""N/A"",INDIRECT(""Setup!E1295"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1295"")=True,""Pass"",INDIRECT(""Setup!G1295"")=True,""Fail"",INDIRECT(""Setup!H1295"")=True,""N/A"",INDIRECT(""Setup!I1295"")=True,""Retest"")",Portrait,Letter,Cameo 12x24,,
,CAMEO2 Cutter - Set 6,,,,,,
3,"=IFS(INDIRECT(""Setup!B1297"")=True,""Pass"",INDIRECT(""Setup!C1297"")=True,""Fail"",INDIRECT(""Setup!D1297"")=True,""N/A"",INDIRECT(""Setup!E1297"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1297"")=True,""Pass"",INDIRECT(""Setup!G1297"")=True,""Fail"",INDIRECT(""Setup!H1297"")=True,""N/A"",INDIRECT(""Setup!I1297"")=True,""Retest"")",Portrait,A4,None,,
3,"=IFS(INDIRECT(""Setup!B1298"")=True,""Pass"",INDIRECT(""Setup!C1298"")=True,""Fail"",INDIRECT(""Setup!D1298"")=True,""N/A"",INDIRECT(""Setup!E1298"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1298"")=True,""Pass"",INDIRECT(""Setup!G1298"")=True,""Fail"",INDIRECT(""Setup!H1298"")=True,""N/A"",INDIRECT(""Setup!I1298"")=True,""Retest"")",Portrait,A4,Portrait,,
3,"=IFS(INDIRECT(""Setup!B1299"")=True,""Pass"",INDIRECT(""Setup!C1299"")=True,""Fail"",INDIRECT(""Setup!D1299"")=True,""N/A"",INDIRECT(""Setup!E1299"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1299"")=True,""Pass"",INDIRECT(""Setup!G1299"")=True,""Fail"",INDIRECT(""Setup!H1299"")=True,""N/A"",INDIRECT(""Setup!I1299"")=True,""Retest"")",Portrait,A4,Cameo 12x12,,
3,"=IFS(INDIRECT(""Setup!B1300"")=True,""Pass"",INDIRECT(""Setup!C1300"")=True,""Fail"",INDIRECT(""Setup!D1300"")=True,""N/A"",INDIRECT(""Setup!E1300"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1300"")=True,""Pass"",INDIRECT(""Setup!G1300"")=True,""Fail"",INDIRECT(""Setup!H1300"")=True,""N/A"",INDIRECT(""Setup!I1300"")=True,""Retest"")",Portrait,A4,Cameo 12x24,,
,CAMEO3 Cutter - Set 1,,,,,,
3,"=IFS(INDIRECT(""Setup!B1302"")=True,""Pass"",INDIRECT(""Setup!C1302"")=True,""Fail"",INDIRECT(""Setup!D1302"")=True,""N/A"",INDIRECT(""Setup!E1302"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1302"")=True,""Pass"",INDIRECT(""Setup!G1302"")=True,""Fail"",INDIRECT(""Setup!H1302"")=True,""N/A"",INDIRECT(""Setup!I1302"")=True,""Retest"")",Landscape,Automatic,None,,
2,"=IFS(INDIRECT(""Setup!B1303"")=True,""Pass"",INDIRECT(""Setup!C1303"")=True,""Fail"",INDIRECT(""Setup!D1303"")=True,""N/A"",INDIRECT(""Setup!E1303"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1303"")=True,""Pass"",INDIRECT(""Setup!G1303"")=True,""Fail"",INDIRECT(""Setup!H1303"")=True,""N/A"",INDIRECT(""Setup!I1303"")=True,""Retest"")",Landscape,Automatic,Cameo 12x12,,
3,"=IFS(INDIRECT(""Setup!B1304"")=True,""Pass"",INDIRECT(""Setup!C1304"")=True,""Fail"",INDIRECT(""Setup!D1304"")=True,""N/A"",INDIRECT(""Setup!E1304"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F1304"")=True,""Pass"",INDIRECT(""Setup!G1304"")=True,""Fail"",INDIRECT(""Setup!H1304"")=True,""N/A"",INDIRECT(""Setup!I1304"")=True,""Retest"")",Landscape,Automatic,Cameo 12x24,,
,CAMEO3 Bluetooth Cutter - Set 2,,,,,,
